cohort	label	config	runtime_family	scenario_set	scenario_count	trials	expected_trajectories	source	cell	description	tags
local_all31x5_full	PE_TD	configs/config_universe/generated/local_all31x5_full/pe_td.env	config_universe_local8b	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_TD	Plan-Execute optimized MCP plus local INT8/BF16/fp8KV serving	config_universe,local8b,full_cross_product
local_all31x5_full	V_D	configs/config_universe/generated/local_all31x5_full/v_d.env	config_universe_local8b	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_D	Verified PE with local INT8/BF16/fp8KV serving	config_universe,local8b,full_cross_product
local_all31x5_full	V_M	configs/config_universe/generated/local_all31x5_full/v_m.env	config_universe_local8b	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_M	Verified PE MCP baseline	config_universe,local8b,full_cross_product
local_all31x5_full	V_S_D	configs/config_universe/generated/local_all31x5_full/v_s_d.env	config_universe_local8b	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_D	Verified PE plus Self-Ask with local INT8/BF16/fp8KV serving	config_universe,local8b,full_cross_product
local_all31x5_full	V_S_M	configs/config_universe/generated/local_all31x5_full/v_s_m.env	config_universe_local8b	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_M	Verified PE plus Self-Ask on MCP baseline	config_universe,local8b,full_cross_product
local_all31x5_full	V_S_T	configs/config_universe/generated/local_all31x5_full/v_s_t.env	config_universe_local8b	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_T	Verified PE plus Self-Ask with optimized MCP transport	config_universe,local8b,full_cross_product
local_all31x5_full	V_S_TD	configs/config_universe/generated/local_all31x5_full/v_s_td.env	config_universe_local8b	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_TD	Verified PE plus Self-Ask, optimized MCP, and local INT8/BF16/fp8KV serving	config_universe,local8b,full_cross_product
local_all31x5_full	V_T	configs/config_universe/generated/local_all31x5_full/v_t.env	config_universe_local8b	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_T	Verified PE optimized MCP transport	config_universe,local8b,full_cross_product
local_all31x5_full	V_TD	configs/config_universe/generated/local_all31x5_full/v_td.env	config_universe_local8b	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_TD	Verified PE optimized MCP plus local INT8/BF16/fp8KV serving	config_universe,local8b,full_cross_product
local_fmsr7_5x_full	AT_D	configs/config_universe/generated/local_fmsr7_5x_full/at_d.env	config_universe_local8b	smartgrid_fmsr7_v1	7	5	35	configs/aat_mcp_model_optimized.env	AT_D	AaT optimized MCP plus local INT8/BF16/fp8KV serving	config_universe,local8b,domain_slice
local_fmsr7_5x_full	AT_I	configs/config_universe/generated/local_fmsr7_5x_full/at_i.env	config_universe_local8b	smartgrid_fmsr7_v1	7	5	35	configs/aat_direct.env	AT_I	AaT direct Python tools	config_universe,local8b,domain_slice
local_fmsr7_5x_full	AT_M	configs/config_universe/generated/local_fmsr7_5x_full/at_m.env	config_universe_local8b	smartgrid_fmsr7_v1	7	5	35	configs/aat_mcp_baseline.env	AT_M	AaT MCP baseline transport	config_universe,local8b,domain_slice
local_fmsr7_5x_full	AT_T	configs/config_universe/generated/local_fmsr7_5x_full/at_t.env	config_universe_local8b	smartgrid_fmsr7_v1	7	5	35	configs/aat_mcp_optimized.env	AT_T	AaT optimized MCP transport plus prefix caching	config_universe,local8b,domain_slice
local_fmsr7_5x_full	PE_D	configs/config_universe/generated/local_fmsr7_5x_full/pe_d.env	config_universe_local8b	smartgrid_fmsr7_v1	7	5	35	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_D	Plan-Execute with local INT8/BF16/fp8KV serving	config_universe,local8b,domain_slice
local_fmsr7_5x_full	PE_M	configs/config_universe/generated/local_fmsr7_5x_full/pe_m.env	config_universe_local8b	smartgrid_fmsr7_v1	7	5	35	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_M	Plan-Execute MCP baseline	config_universe,local8b,domain_slice
local_fmsr7_5x_full	PE_S_D	configs/config_universe/generated/local_fmsr7_5x_full/pe_s_d.env	config_universe_local8b	smartgrid_fmsr7_v1	7	5	35	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_D	Plan-Execute plus Self-Ask with local INT8/BF16/fp8KV serving	config_universe,local8b,domain_slice
local_fmsr7_5x_full	PE_S_M	configs/config_universe/generated/local_fmsr7_5x_full/pe_s_m.env	config_universe_local8b	smartgrid_fmsr7_v1	7	5	35	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_M	Plan-Execute plus Self-Ask on MCP baseline	config_universe,local8b,domain_slice
local_fmsr7_5x_full	PE_S_T	configs/config_universe/generated/local_fmsr7_5x_full/pe_s_t.env	config_universe_local8b	smartgrid_fmsr7_v1	7	5	35	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_T	Plan-Execute plus Self-Ask with optimized MCP transport	config_universe,local8b,domain_slice
local_fmsr7_5x_full	PE_S_TD	configs/config_universe/generated/local_fmsr7_5x_full/pe_s_td.env	config_universe_local8b	smartgrid_fmsr7_v1	7	5	35	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_TD	Plan-Execute plus Self-Ask, optimized MCP, and local INT8/BF16/fp8KV serving	config_universe,local8b,domain_slice
local_fmsr7_5x_full	PE_T	configs/config_universe/generated/local_fmsr7_5x_full/pe_t.env	config_universe_local8b	smartgrid_fmsr7_v1	7	5	35	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_T	Plan-Execute optimized MCP transport	config_universe,local8b,domain_slice
local_fmsr7_5x_full	PE_TD	configs/config_universe/generated/local_fmsr7_5x_full/pe_td.env	config_universe_local8b	smartgrid_fmsr7_v1	7	5	35	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_TD	Plan-Execute optimized MCP plus local INT8/BF16/fp8KV serving	config_universe,local8b,domain_slice
local_fmsr7_5x_full	V_D	configs/config_universe/generated/local_fmsr7_5x_full/v_d.env	config_universe_local8b	smartgrid_fmsr7_v1	7	5	35	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_D	Verified PE with local INT8/BF16/fp8KV serving	config_universe,local8b,domain_slice
local_fmsr7_5x_full	V_M	configs/config_universe/generated/local_fmsr7_5x_full/v_m.env	config_universe_local8b	smartgrid_fmsr7_v1	7	5	35	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_M	Verified PE MCP baseline	config_universe,local8b,domain_slice
local_fmsr7_5x_full	V_S_D	configs/config_universe/generated/local_fmsr7_5x_full/v_s_d.env	config_universe_local8b	smartgrid_fmsr7_v1	7	5	35	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_D	Verified PE plus Self-Ask with local INT8/BF16/fp8KV serving	config_universe,local8b,domain_slice
local_fmsr7_5x_full	V_S_M	configs/config_universe/generated/local_fmsr7_5x_full/v_s_m.env	config_universe_local8b	smartgrid_fmsr7_v1	7	5	35	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_M	Verified PE plus Self-Ask on MCP baseline	config_universe,local8b,domain_slice
local_fmsr7_5x_full	V_S_T	configs/config_universe/generated/local_fmsr7_5x_full/v_s_t.env	config_universe_local8b	smartgrid_fmsr7_v1	7	5	35	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_T	Verified PE plus Self-Ask with optimized MCP transport	config_universe,local8b,domain_slice
local_fmsr7_5x_full	V_S_TD	configs/config_universe/generated/local_fmsr7_5x_full/v_s_td.env	config_universe_local8b	smartgrid_fmsr7_v1	7	5	35	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_TD	Verified PE plus Self-Ask, optimized MCP, and local INT8/BF16/fp8KV serving	config_universe,local8b,domain_slice
local_fmsr7_5x_full	V_T	configs/config_universe/generated/local_fmsr7_5x_full/v_t.env	config_universe_local8b	smartgrid_fmsr7_v1	7	5	35	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_T	Verified PE optimized MCP transport	config_universe,local8b,domain_slice
local_fmsr7_5x_full	V_TD	configs/config_universe/generated/local_fmsr7_5x_full/v_td.env	config_universe_local8b	smartgrid_fmsr7_v1	7	5	35	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_TD	Verified PE optimized MCP plus local INT8/BF16/fp8KV serving	config_universe,local8b,domain_slice
local_generated5x5_full	AT_D	configs/config_universe/generated/local_generated5x5_full/at_d.env	config_universe_local8b	smartgrid_generated_review5_20260503	5	5	25	configs/aat_mcp_model_optimized.env	AT_D	AaT optimized MCP plus local INT8/BF16/fp8KV serving	config_universe,local8b,generated_scenarios
local_generated5x5_full	AT_I	configs/config_universe/generated/local_generated5x5_full/at_i.env	config_universe_local8b	smartgrid_generated_review5_20260503	5	5	25	configs/aat_direct.env	AT_I	AaT direct Python tools	config_universe,local8b,generated_scenarios
local_generated5x5_full	AT_M	configs/config_universe/generated/local_generated5x5_full/at_m.env	config_universe_local8b	smartgrid_generated_review5_20260503	5	5	25	configs/aat_mcp_baseline.env	AT_M	AaT MCP baseline transport	config_universe,local8b,generated_scenarios
local_generated5x5_full	AT_T	configs/config_universe/generated/local_generated5x5_full/at_t.env	config_universe_local8b	smartgrid_generated_review5_20260503	5	5	25	configs/aat_mcp_optimized.env	AT_T	AaT optimized MCP transport plus prefix caching	config_universe,local8b,generated_scenarios
local_generated5x5_full	PE_D	configs/config_universe/generated/local_generated5x5_full/pe_d.env	config_universe_local8b	smartgrid_generated_review5_20260503	5	5	25	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_D	Plan-Execute with local INT8/BF16/fp8KV serving	config_universe,local8b,generated_scenarios
local_generated5x5_full	PE_M	configs/config_universe/generated/local_generated5x5_full/pe_m.env	config_universe_local8b	smartgrid_generated_review5_20260503	5	5	25	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_M	Plan-Execute MCP baseline	config_universe,local8b,generated_scenarios
local_generated5x5_full	PE_S_D	configs/config_universe/generated/local_generated5x5_full/pe_s_d.env	config_universe_local8b	smartgrid_generated_review5_20260503	5	5	25	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_D	Plan-Execute plus Self-Ask with local INT8/BF16/fp8KV serving	config_universe,local8b,generated_scenarios
local_generated5x5_full	PE_S_M	configs/config_universe/generated/local_generated5x5_full/pe_s_m.env	config_universe_local8b	smartgrid_generated_review5_20260503	5	5	25	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_M	Plan-Execute plus Self-Ask on MCP baseline	config_universe,local8b,generated_scenarios
local_generated5x5_full	PE_S_T	configs/config_universe/generated/local_generated5x5_full/pe_s_t.env	config_universe_local8b	smartgrid_generated_review5_20260503	5	5	25	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_T	Plan-Execute plus Self-Ask with optimized MCP transport	config_universe,local8b,generated_scenarios
local_generated5x5_full	PE_S_TD	configs/config_universe/generated/local_generated5x5_full/pe_s_td.env	config_universe_local8b	smartgrid_generated_review5_20260503	5	5	25	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_TD	Plan-Execute plus Self-Ask, optimized MCP, and local INT8/BF16/fp8KV serving	config_universe,local8b,generated_scenarios
local_generated5x5_full	PE_T	configs/config_universe/generated/local_generated5x5_full/pe_t.env	config_universe_local8b	smartgrid_generated_review5_20260503	5	5	25	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_T	Plan-Execute optimized MCP transport	config_universe,local8b,generated_scenarios
local_generated5x5_full	PE_TD	configs/config_universe/generated/local_generated5x5_full/pe_td.env	config_universe_local8b	smartgrid_generated_review5_20260503	5	5	25	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_TD	Plan-Execute optimized MCP plus local INT8/BF16/fp8KV serving	config_universe,local8b,generated_scenarios
local_generated5x5_full	V_D	configs/config_universe/generated/local_generated5x5_full/v_d.env	config_universe_local8b	smartgrid_generated_review5_20260503	5	5	25	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_D	Verified PE with local INT8/BF16/fp8KV serving	config_universe,local8b,generated_scenarios
local_generated5x5_full	V_M	configs/config_universe/generated/local_generated5x5_full/v_m.env	config_universe_local8b	smartgrid_generated_review5_20260503	5	5	25	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_M	Verified PE MCP baseline	config_universe,local8b,generated_scenarios
local_generated5x5_full	V_S_D	configs/config_universe/generated/local_generated5x5_full/v_s_d.env	config_universe_local8b	smartgrid_generated_review5_20260503	5	5	25	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_D	Verified PE plus Self-Ask with local INT8/BF16/fp8KV serving	config_universe,local8b,generated_scenarios
local_generated5x5_full	V_S_M	configs/config_universe/generated/local_generated5x5_full/v_s_m.env	config_universe_local8b	smartgrid_generated_review5_20260503	5	5	25	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_M	Verified PE plus Self-Ask on MCP baseline	config_universe,local8b,generated_scenarios
local_generated5x5_full	V_S_T	configs/config_universe/generated/local_generated5x5_full/v_s_t.env	config_universe_local8b	smartgrid_generated_review5_20260503	5	5	25	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_T	Verified PE plus Self-Ask with optimized MCP transport	config_universe,local8b,generated_scenarios
local_generated5x5_full	V_S_TD	configs/config_universe/generated/local_generated5x5_full/v_s_td.env	config_universe_local8b	smartgrid_generated_review5_20260503	5	5	25	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_TD	Verified PE plus Self-Ask, optimized MCP, and local INT8/BF16/fp8KV serving	config_universe,local8b,generated_scenarios
local_generated5x5_full	V_T	configs/config_universe/generated/local_generated5x5_full/v_t.env	config_universe_local8b	smartgrid_generated_review5_20260503	5	5	25	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_T	Verified PE optimized MCP transport	config_universe,local8b,generated_scenarios
local_generated5x5_full	V_TD	configs/config_universe/generated/local_generated5x5_full/v_td.env	config_universe_local8b	smartgrid_generated_review5_20260503	5	5	25	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_TD	Verified PE optimized MCP plus local INT8/BF16/fp8KV serving	config_universe,local8b,generated_scenarios
local_iot6_5x_full	AT_D	configs/config_universe/generated/local_iot6_5x_full/at_d.env	config_universe_local8b	smartgrid_iot6_v1	6	5	30	configs/aat_mcp_model_optimized.env	AT_D	AaT optimized MCP plus local INT8/BF16/fp8KV serving	config_universe,local8b,domain_slice
local_iot6_5x_full	AT_I	configs/config_universe/generated/local_iot6_5x_full/at_i.env	config_universe_local8b	smartgrid_iot6_v1	6	5	30	configs/aat_direct.env	AT_I	AaT direct Python tools	config_universe,local8b,domain_slice
local_iot6_5x_full	AT_M	configs/config_universe/generated/local_iot6_5x_full/at_m.env	config_universe_local8b	smartgrid_iot6_v1	6	5	30	configs/aat_mcp_baseline.env	AT_M	AaT MCP baseline transport	config_universe,local8b,domain_slice
local_iot6_5x_full	AT_T	configs/config_universe/generated/local_iot6_5x_full/at_t.env	config_universe_local8b	smartgrid_iot6_v1	6	5	30	configs/aat_mcp_optimized.env	AT_T	AaT optimized MCP transport plus prefix caching	config_universe,local8b,domain_slice
local_iot6_5x_full	PE_D	configs/config_universe/generated/local_iot6_5x_full/pe_d.env	config_universe_local8b	smartgrid_iot6_v1	6	5	30	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_D	Plan-Execute with local INT8/BF16/fp8KV serving	config_universe,local8b,domain_slice
local_iot6_5x_full	PE_M	configs/config_universe/generated/local_iot6_5x_full/pe_m.env	config_universe_local8b	smartgrid_iot6_v1	6	5	30	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_M	Plan-Execute MCP baseline	config_universe,local8b,domain_slice
local_iot6_5x_full	PE_S_D	configs/config_universe/generated/local_iot6_5x_full/pe_s_d.env	config_universe_local8b	smartgrid_iot6_v1	6	5	30	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_D	Plan-Execute plus Self-Ask with local INT8/BF16/fp8KV serving	config_universe,local8b,domain_slice
local_iot6_5x_full	PE_S_M	configs/config_universe/generated/local_iot6_5x_full/pe_s_m.env	config_universe_local8b	smartgrid_iot6_v1	6	5	30	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_M	Plan-Execute plus Self-Ask on MCP baseline	config_universe,local8b,domain_slice
local_iot6_5x_full	PE_S_T	configs/config_universe/generated/local_iot6_5x_full/pe_s_t.env	config_universe_local8b	smartgrid_iot6_v1	6	5	30	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_T	Plan-Execute plus Self-Ask with optimized MCP transport	config_universe,local8b,domain_slice
local_iot6_5x_full	PE_S_TD	configs/config_universe/generated/local_iot6_5x_full/pe_s_td.env	config_universe_local8b	smartgrid_iot6_v1	6	5	30	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_TD	Plan-Execute plus Self-Ask, optimized MCP, and local INT8/BF16/fp8KV serving	config_universe,local8b,domain_slice
local_iot6_5x_full	PE_T	configs/config_universe/generated/local_iot6_5x_full/pe_t.env	config_universe_local8b	smartgrid_iot6_v1	6	5	30	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_T	Plan-Execute optimized MCP transport	config_universe,local8b,domain_slice
local_iot6_5x_full	PE_TD	configs/config_universe/generated/local_iot6_5x_full/pe_td.env	config_universe_local8b	smartgrid_iot6_v1	6	5	30	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_TD	Plan-Execute optimized MCP plus local INT8/BF16/fp8KV serving	config_universe,local8b,domain_slice
local_iot6_5x_full	V_D	configs/config_universe/generated/local_iot6_5x_full/v_d.env	config_universe_local8b	smartgrid_iot6_v1	6	5	30	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_D	Verified PE with local INT8/BF16/fp8KV serving	config_universe,local8b,domain_slice
local_iot6_5x_full	V_M	configs/config_universe/generated/local_iot6_5x_full/v_m.env	config_universe_local8b	smartgrid_iot6_v1	6	5	30	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_M	Verified PE MCP baseline	config_universe,local8b,domain_slice
local_iot6_5x_full	V_S_D	configs/config_universe/generated/local_iot6_5x_full/v_s_d.env	config_universe_local8b	smartgrid_iot6_v1	6	5	30	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_D	Verified PE plus Self-Ask with local INT8/BF16/fp8KV serving	config_universe,local8b,domain_slice
local_iot6_5x_full	V_S_M	configs/config_universe/generated/local_iot6_5x_full/v_s_m.env	config_universe_local8b	smartgrid_iot6_v1	6	5	30	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_M	Verified PE plus Self-Ask on MCP baseline	config_universe,local8b,domain_slice
local_iot6_5x_full	V_S_T	configs/config_universe/generated/local_iot6_5x_full/v_s_t.env	config_universe_local8b	smartgrid_iot6_v1	6	5	30	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_T	Verified PE plus Self-Ask with optimized MCP transport	config_universe,local8b,domain_slice
local_iot6_5x_full	V_S_TD	configs/config_universe/generated/local_iot6_5x_full/v_s_td.env	config_universe_local8b	smartgrid_iot6_v1	6	5	30	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_TD	Verified PE plus Self-Ask, optimized MCP, and local INT8/BF16/fp8KV serving	config_universe,local8b,domain_slice
local_iot6_5x_full	V_T	configs/config_universe/generated/local_iot6_5x_full/v_t.env	config_universe_local8b	smartgrid_iot6_v1	6	5	30	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_T	Verified PE optimized MCP transport	config_universe,local8b,domain_slice
local_iot6_5x_full	V_TD	configs/config_universe/generated/local_iot6_5x_full/v_td.env	config_universe_local8b	smartgrid_iot6_v1	6	5	30	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_TD	Verified PE optimized MCP plus local INT8/BF16/fp8KV serving	config_universe,local8b,domain_slice
local_multi7_5x_full	AT_D	configs/config_universe/generated/local_multi7_5x_full/at_d.env	config_universe_local8b	smartgrid_multi7_v1	7	5	35	configs/aat_mcp_model_optimized.env	AT_D	AaT optimized MCP plus local INT8/BF16/fp8KV serving	config_universe,local8b,domain_slice
local_multi7_5x_full	AT_I	configs/config_universe/generated/local_multi7_5x_full/at_i.env	config_universe_local8b	smartgrid_multi7_v1	7	5	35	configs/aat_direct.env	AT_I	AaT direct Python tools	config_universe,local8b,domain_slice
local_multi7_5x_full	AT_M	configs/config_universe/generated/local_multi7_5x_full/at_m.env	config_universe_local8b	smartgrid_multi7_v1	7	5	35	configs/aat_mcp_baseline.env	AT_M	AaT MCP baseline transport	config_universe,local8b,domain_slice
local_multi7_5x_full	AT_T	configs/config_universe/generated/local_multi7_5x_full/at_t.env	config_universe_local8b	smartgrid_multi7_v1	7	5	35	configs/aat_mcp_optimized.env	AT_T	AaT optimized MCP transport plus prefix caching	config_universe,local8b,domain_slice
local_multi7_5x_full	PE_D	configs/config_universe/generated/local_multi7_5x_full/pe_d.env	config_universe_local8b	smartgrid_multi7_v1	7	5	35	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_D	Plan-Execute with local INT8/BF16/fp8KV serving	config_universe,local8b,domain_slice
local_multi7_5x_full	PE_M	configs/config_universe/generated/local_multi7_5x_full/pe_m.env	config_universe_local8b	smartgrid_multi7_v1	7	5	35	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_M	Plan-Execute MCP baseline	config_universe,local8b,domain_slice
local_multi7_5x_full	PE_S_D	configs/config_universe/generated/local_multi7_5x_full/pe_s_d.env	config_universe_local8b	smartgrid_multi7_v1	7	5	35	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_D	Plan-Execute plus Self-Ask with local INT8/BF16/fp8KV serving	config_universe,local8b,domain_slice
local_multi7_5x_full	PE_S_M	configs/config_universe/generated/local_multi7_5x_full/pe_s_m.env	config_universe_local8b	smartgrid_multi7_v1	7	5	35	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_M	Plan-Execute plus Self-Ask on MCP baseline	config_universe,local8b,domain_slice
local_multi7_5x_full	PE_S_T	configs/config_universe/generated/local_multi7_5x_full/pe_s_t.env	config_universe_local8b	smartgrid_multi7_v1	7	5	35	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_T	Plan-Execute plus Self-Ask with optimized MCP transport	config_universe,local8b,domain_slice
local_multi7_5x_full	PE_S_TD	configs/config_universe/generated/local_multi7_5x_full/pe_s_td.env	config_universe_local8b	smartgrid_multi7_v1	7	5	35	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_TD	Plan-Execute plus Self-Ask, optimized MCP, and local INT8/BF16/fp8KV serving	config_universe,local8b,domain_slice
local_multi7_5x_full	PE_T	configs/config_universe/generated/local_multi7_5x_full/pe_t.env	config_universe_local8b	smartgrid_multi7_v1	7	5	35	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_T	Plan-Execute optimized MCP transport	config_universe,local8b,domain_slice
local_multi7_5x_full	PE_TD	configs/config_universe/generated/local_multi7_5x_full/pe_td.env	config_universe_local8b	smartgrid_multi7_v1	7	5	35	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_TD	Plan-Execute optimized MCP plus local INT8/BF16/fp8KV serving	config_universe,local8b,domain_slice
local_multi7_5x_full	V_D	configs/config_universe/generated/local_multi7_5x_full/v_d.env	config_universe_local8b	smartgrid_multi7_v1	7	5	35	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_D	Verified PE with local INT8/BF16/fp8KV serving	config_universe,local8b,domain_slice
local_multi7_5x_full	V_M	configs/config_universe/generated/local_multi7_5x_full/v_m.env	config_universe_local8b	smartgrid_multi7_v1	7	5	35	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_M	Verified PE MCP baseline	config_universe,local8b,domain_slice
local_multi7_5x_full	V_S_D	configs/config_universe/generated/local_multi7_5x_full/v_s_d.env	config_universe_local8b	smartgrid_multi7_v1	7	5	35	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_D	Verified PE plus Self-Ask with local INT8/BF16/fp8KV serving	config_universe,local8b,domain_slice
local_multi7_5x_full	V_S_M	configs/config_universe/generated/local_multi7_5x_full/v_s_m.env	config_universe_local8b	smartgrid_multi7_v1	7	5	35	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_M	Verified PE plus Self-Ask on MCP baseline	config_universe,local8b,domain_slice
local_multi7_5x_full	V_S_T	configs/config_universe/generated/local_multi7_5x_full/v_s_t.env	config_universe_local8b	smartgrid_multi7_v1	7	5	35	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_T	Verified PE plus Self-Ask with optimized MCP transport	config_universe,local8b,domain_slice
local_multi7_5x_full	V_S_TD	configs/config_universe/generated/local_multi7_5x_full/v_s_td.env	config_universe_local8b	smartgrid_multi7_v1	7	5	35	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_TD	Verified PE plus Self-Ask, optimized MCP, and local INT8/BF16/fp8KV serving	config_universe,local8b,domain_slice
local_multi7_5x_full	V_T	configs/config_universe/generated/local_multi7_5x_full/v_t.env	config_universe_local8b	smartgrid_multi7_v1	7	5	35	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_T	Verified PE optimized MCP transport	config_universe,local8b,domain_slice
local_multi7_5x_full	V_TD	configs/config_universe/generated/local_multi7_5x_full/v_td.env	config_universe_local8b	smartgrid_multi7_v1	7	5	35	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_TD	Verified PE optimized MCP plus local INT8/BF16/fp8KV serving	config_universe,local8b,domain_slice
local_smoke1x1_full	AT_D	configs/config_universe/generated/local_smoke1x1_full/at_d.env	config_universe_local8b	smartgrid_smoke1_v1	1	1	1	configs/aat_mcp_model_optimized.env	AT_D	AaT optimized MCP plus local INT8/BF16/fp8KV serving	config_universe,smoke,local8b
local_smoke1x1_full	AT_I	configs/config_universe/generated/local_smoke1x1_full/at_i.env	config_universe_local8b	smartgrid_smoke1_v1	1	1	1	configs/aat_direct.env	AT_I	AaT direct Python tools	config_universe,smoke,local8b
local_smoke1x1_full	AT_M	configs/config_universe/generated/local_smoke1x1_full/at_m.env	config_universe_local8b	smartgrid_smoke1_v1	1	1	1	configs/aat_mcp_baseline.env	AT_M	AaT MCP baseline transport	config_universe,smoke,local8b
local_smoke1x1_full	AT_T	configs/config_universe/generated/local_smoke1x1_full/at_t.env	config_universe_local8b	smartgrid_smoke1_v1	1	1	1	configs/aat_mcp_optimized.env	AT_T	AaT optimized MCP transport plus prefix caching	config_universe,smoke,local8b
